id,observed_on_string,observed_on,Unnamed: 3,year,time_observed_at,time_zone,user_id,user_login,Source,created_at,updated_at,quality_grade,license,url,image_url,place_guess,latitude,longitude,species_guess,scientific_name,common_name,taxon_id,combined lat and long
82851947,2021/06/10 1:02 PM CEST,10/6/21 0:00,,,2021-06-10 11:02:00 UTC,Berlin,32124,martingrimm,iNaturalist,2021-06-13 15:30:37 UTC,2021-06-13 20:06:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82851947,https://inaturalist-open-data.s3.amazonaws.com/photos/136010062/medium.jpg,"Leipzig 2, Sachsen, Germany",51.35302,12.36264,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.35302,12.36264"
82659338,########,12/6/21 0:00,,,2021-06-12 10:51:56 UTC,Amsterdam,1495122,michieldg,iNaturalist,2021-06-12 10:57:49 UTC,2022-05-03 19:03:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/82659338,https://inaturalist-open-data.s3.amazonaws.com/photos/135689003/medium.jpeg,"3701 BM Zeist, Netherlands",52.08597,5.249128,Green Beetle Hanger,Hesperomyces virescens,,,"52.08597,5.249128"
,,12/6/21 0:00,,,12/6/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.94008,8.466341,,Hesperomyces virescens,,,"49.94008,8.466341"
82828797,########,13/06/2021,,,2021-06-13 11:43:12 UTC,Zagreb,3404945,danijelostovi,iNaturalist,2021-06-13 12:44:32 UTC,2021-06-13 13:37:18 UTC,research,CC0,https://www.inaturalist.org/observations/82828797,https://inaturalist-open-data.s3.amazonaws.com/photos/135979560/medium.jpeg,"10090, Zagreb, Croatia",45.80956,15.86831,Green Beetle Hanger,Hesperomyces virescens,,,"45.80956,15.86831"
,,13/06/2021,,,13/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,48.12647,11.64718,,Hesperomyces virescens,,,"48.12647,11.64718"
103000000,2021/06/18 5:41 AM CEST,18/06/2021,,,2021-06-18 03:41:00 UTC,Paris,2477,tbrooks,iNaturalist,2021-12-20 17:38:22 UTC,2021-12-21 01:16:29 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/103373019,https://inaturalist-open-data.s3.amazonaws.com/photos/172989911/medium.jpeg,"Founex, Switzerland",46.33396,6.191692,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"46.33396,6.191692"
,,19/06/2021,,,19/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.4878,7.035456,,Hesperomyces virescens,,,"51.4878,7.035456"
,,20/06/2021,,,20/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
,,21/06/2021,,,21/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.20689,7.855997,,Hesperomyces virescens,,,"49.20689,7.855997"
,,25/06/2021,,,25/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.89563,7.089602,,Hesperomyces virescens,,,"50.89563,7.089602"
,,26/06/2021,,,26/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.48758,6.907139,,Hesperomyces virescens,,,"51.48758,6.907139"
,,26/06/2021,,,26/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.47138,8.317165,,Hesperomyces virescens,,,"52.47138,8.317165"
,,27/06/2021,,,27/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.05993,13.76963,,Hesperomyces virescens,,,"51.05993,13.76963"
,,28/06/2021,,,28/06/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52781,10.10038,,Hesperomyces virescens,,,"52.52781,10.10038"
,,2/7/21 0:00,,,2/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.51291,7.018762,,Hesperomyces virescens,,,"51.51291,7.018762"
85925812,2021/07/03 5:04 AM EDT,3/7/21 0:00,,,2021-07-03 09:04:00 UTC,Eastern Time (US & Canada),1586724,izafarr,iNaturalist,2021-07-06 16:11:58 UTC,2021-12-10 14:08:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85925812,https://inaturalist-open-data.s3.amazonaws.com/photos/141461913/medium.jpeg,"ÃˆËœirnea 507072, Romania",45.47556,25.25147,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.47556,25.25147"
,,3/7/21 0:00,,,3/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.41002,7.251921,,Hesperomyces virescens,,,"51.41002,7.251921"
,,4/7/21 0:00,,,4/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.07827,9.192685,,Hesperomyces virescens,,,"49.07827,9.192685"
86137456,2021/07/07 11:19 PM MSK,7/7/21 0:00,,,2021-07-07 20:19:00 UTC,Moscow,3175852,krylenkosl,iNaturalist,2021-07-08 08:47:46 UTC,2021-07-09 19:11:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86137456,https://inaturalist-open-data.s3.amazonaws.com/photos/141852554/medium.jpeg,"Ãâ€œÃÂµÃÂ»ÃÂµÃÂ½ÃÂ´ÃÂ¶ÃÂ¸ÃÂº, ÃÅ¡Ã‘â‚¬ÃÂ°Ã‘ÂÃÂ½ÃÂ¾ÃÂ´ÃÂ°Ã‘â‚¬Ã‘ÂÃÂºÃÂ¸ÃÂ¹ ÃÂºÃ‘â‚¬ÃÂ°ÃÂ¹, Ã ÃÂ¾Ã‘ÂÃ‘ÂÃÂ¸Ã‘Â",44.5803,37.98115,Green Beetle Hanger,Hesperomyces virescens,,,"44.5803,37.98115"
,,7/7/21 0:00,,,7/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.44295,7.268186,,Hesperomyces virescens,,,"51.44295,7.268186"
,,8/7/21 0:00,,,8/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.40745,7.077255,,Hesperomyces virescens,,,"51.40745,7.077255"
,,10/7/21 0:00,,,10/7/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42753,6.989365,,Hesperomyces virescens,,,"51.42753,6.989365"
,,13/07/2021,,,13/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.93006,7.97159,,Hesperomyces virescens,,,"51.93006,7.97159"
87117809,2021/07/15 11:46 AM CEST,15/07/2021,,,2021-07-15 09:46:00 UTC,Paris,3266963,stud1,iNaturalist,2021-07-15 11:30:36 UTC,2021-07-19 08:16:22 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/87117809,https://inaturalist-open-data.s3.amazonaws.com/photos/143594727/medium.jpg,"Frankfurt-Riedberg, Frankfurt am Main, Deutschland",50.16995,8.629688,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"50.16995,8.629688"
87150300,2021/07/15 4:03 PM CEST,15/07/2021,,,2021-07-15 14:03:00 UTC,Paris,1506635,martinvas,iNaturalist,2021-07-15 15:33:19 UTC,2021-11-14 19:56:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/87150300,https://inaturalist-open-data.s3.amazonaws.com/photos/143636847/medium.jpeg,"682 01 VyÃ…Â¡kov, Ã„Å’esko",49.2954,17.01285,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.2954,17.01285"
87362100,Fri Jul 16 2021 20:01:41 GMT+0200 (GMT+2),16/07/2021,,,2021-07-16 18:01:41 UTC,Pretoria,2748102,matpfalz,iNaturalist,2021-07-17 05:31:24 UTC,2021-07-17 10:29:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87362100,https://inaturalist-open-data.s3.amazonaws.com/photos/144027056/medium.jpg,"Maxdorf, Rheinland-Pfalz, DE",49.49442,8.298737,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"49.49442,8.298737"
87582585,########,18/07/2021,,,2021-07-18 17:16:15 UTC,Bern,3107078,only_human,iNaturalist,2021-07-18 17:23:31 UTC,2021-07-18 17:51:15 UTC,research,,https://www.inaturalist.org/observations/87582585,https://static.inaturalist.org/photos/144413033/medium.jpeg,"Urmitz, Deutschland",50.41267,7.521313,Green Beetle Hanger,Hesperomyces virescens,,,"50.41267,7.521313"
,,18/07/2021,,,18/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.434,7.030202,,Hesperomyces virescens,,,"51.434,7.030202"
,,18/07/2021,,,18/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
87744891,2021/07/19 3:22 PM CEST,19/07/2021,,,2021-07-19 13:22:00 UTC,Brussels,1972093,pinkgrasshopper,iNaturalist,2021-07-19 18:06:57 UTC,2021-07-20 00:44:19 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/87744891,https://inaturalist-open-data.s3.amazonaws.com/photos/144695601/medium.jpg,"Grevenmacher, Luxemburg",49.66519,6.423672,Green Beetle Hanger,Hesperomyces virescens,,,"49.66519,6.423672"
,,19/07/2021,,,19/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52519,10.13464,,Hesperomyces virescens,,,"52.52519,10.13464"
,,20/07/2021,,,20/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.57359,13.20662,,Hesperomyces virescens,,,"52.57359,13.20662"
,,21/07/2021,,,21/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,48.54321,9.201687,,Hesperomyces virescens,,,"48.54321,9.201687"
88165081,2021/07/22 4:12 PM CEST,22/07/2021,,,2021-07-22 14:12:00 UTC,Paris,2353614,anetteffm,iNaturalist,2021-07-22 19:30:41 UTC,2021-07-22 21:32:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88165081,https://inaturalist-open-data.s3.amazonaws.com/photos/145431172/medium.jpeg,"Frankfurt am Main Ost, Frankfurt am Main, Deutschland",50.13997,8.774956,Hesperomyces virescens,Hesperomyces virescens,,,"50.13997,8.774956"
88241605,2021/07/22 7:48 PM CEST,22/07/2021,,,2021-07-22 17:48:00 UTC,Paris,4762300,tachibana_twins,iNaturalist,2021-07-23 11:38:15 UTC,2021-11-11 02:31:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88241605,https://inaturalist-open-data.s3.amazonaws.com/photos/145570300/medium.jpeg,"94470 Boissy-Saint-LÃƒÂ©ger, France",48.75707,2.502186,Hesperomyces virescens,Hesperomyces virescens,,,"48.75707,2.502186"
88981521,2021/07/24 3:48 PM UTC,24/07/2021,,,2021-07-24 15:48:00 UTC,UTC,4231776,alistair_walsh,iNaturalist,2021-07-28 20:19:50 UTC,2021-11-13 00:39:22 UTC,research,,https://www.inaturalist.org/observations/88981521,https://static.inaturalist.org/photos/146883468/medium.jpg,"Lindau (Bodensee), Bayern, Germany",47.54667,9.681103,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.54667,9.681103"
108000000,2021/07/24 11:37 AM CEST,24/07/2021,,,2021-07-24 09:37:00 UTC,Berlin,1374169,felix_riegel,iNaturalist,2022-03-02 10:18:55 UTC,2022-03-03 16:31:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/107754377,https://inaturalist-open-data.s3.amazonaws.com/photos/181292535/medium.jpeg,"EisenmÃƒÂ¤hder, Genderkingen, Donau-Ries, Bayern, Deutschland",48.70733,10.84934,Laboulbenia,Laboulbenia,,,"48.70733,10.84934"
,,24/07/2021,,,24/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.4878,7.035456,,Hesperomyces virescens,,,"51.4878,7.035456"
88534161,########,25/07/2021,,,2021-07-25 11:02:15 UTC,London,4547702,rainbowthesnail,iNaturalist,2021-07-25 13:11:54 UTC,2021-11-11 02:31:18 UTC,research,,https://www.inaturalist.org/observations/88534161,https://static.inaturalist.org/photos/146085518/medium.jpeg,"Kesgrave, Ipswich, UK",52.06387,1.238084,Hesperomyces virescens,Hesperomyces virescens,,,"52.06387,1.238084"
88684513,Mon Jul 26 2021 15:29:26 GMT +0200 (GMT+2),26/07/2021,,,2021-07-26 13:29:26 UTC,Pretoria,4678961,guentermoeller,iNaturalist,2021-07-26 13:30:03 UTC,2021-07-26 22:08:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88684513,https://inaturalist-open-data.s3.amazonaws.com/photos/146371481/medium.jpeg,Dormagen,51.12482,6.82452,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,,,"51.12482,6.82452"
88976960,########,28/07/2021,,,2021-07-28 16:25:34 UTC,Madrid,2089071,gmmarques,iNaturalist,2021-07-28 19:40:53 UTC,2021-07-28 21:56:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88976960,https://inaturalist-open-data.s3.amazonaws.com/photos/146878024/medium.jpeg,"Bures-sur-Yvette, France",48.69805,2.147897,Hesperomyces virescens,Hesperomyces virescens,,,"48.69805,2.147897"
89341291,########,28/07/2021,,,2021-07-28 16:23:14 UTC,Paris,3157421,paulo175,iNaturalist,2021-07-31 16:36:51 UTC,2021-11-13 00:22:49 UTC,research,,https://www.inaturalist.org/observations/89341291,https://static.inaturalist.org/photos/147524544/medium.jpeg,"Bures-sur-Yvette, France",48.69773,2.147578,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.69773,2.147578"
,,28/07/2021,,,28/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.92059,8.464643,,Hesperomyces virescens,,,"49.92059,8.464643"
89070263,########,29/07/2021,,,2021-07-29 13:34:09 UTC,Rome,390493,manuelpiana,iNaturalist,2021-07-29 15:31:35 UTC,2021-07-30 12:04:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89070263,https://inaturalist-open-data.s3.amazonaws.com/photos/147043987/medium.jpeg,"28818 Premeno VB, Italia",45.97222,8.593533,Hesperomyces virescens,Hesperomyces virescens,,,"45.97222,8.593533"
89111712,2021/07/29 7:16 PM CEST,29/07/2021,,,2021-07-29 17:16:00 UTC,Amsterdam,744814,mirko_tomasi,iNaturalist,2021-07-29 20:52:20 UTC,2021-07-29 22:07:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89111712,https://inaturalist-open-data.s3.amazonaws.com/photos/147115615/medium.jpeg,"Disentis/MustÃƒÂ©r, Svizzera",46.70653,8.861456,Hesperomyces virescens,Hesperomyces virescens,,,"46.70653,8.861456"
108000000,2021/07/29 2:20 PM CEST,29/07/2021,,,2021-07-29 12:20:00 UTC,Berlin,4568690,d_aus_d,iNaturalist,2022-03-01 15:40:58 UTC,2022-04-02 07:51:54 UTC,research,,https://www.inaturalist.org/observations/107702179,https://inaturalist-open-data.s3.amazonaws.com/photos/181195603/medium.jpeg,"Zoopark SÃƒÂ¼dufer, DÃƒÂ¼sseldorf, Deutschland",51.24161,6.804968,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.24161,6.804968"
,,29/07/2021,,,29/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.46319,8.480959,,Hesperomyces virescens,,,"49.46319,8.480959"
89478356,2021/07/30 11:34 AM CEST,30/07/2021,,,2021-07-30 09:34:00 UTC,Paris,2939071,khd,iNaturalist,2021-08-01 14:26:55 UTC,2021-08-01 17:39:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89478356,https://static.inaturalist.org/photos/147767258/medium.jpeg,"61440 Oberursel (Taunus), Deutschland",50.19988,8.588585,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"50.19988,8.588585"
,,30/07/2021,,,30/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.90942,8.516572,,Hesperomyces virescens,,,"49.90942,8.516572"
,,30/07/2021,,,30/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,50.19984,8.588468,,Hesperomyces virescens,,,"50.19984,8.588468"
89377377,########,31/07/2021,,,2021-07-31 14:45:05 UTC,Zagreb,3085566,maja_aqua_zg,iNaturalist,2021-07-31 20:25:59 UTC,2021-11-13 00:24:03 UTC,research,,https://www.inaturalist.org/observations/89377377,https://static.inaturalist.org/photos/147585880/medium.jpeg,LuÃ„Âko,45.76774,15.89498,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.76774,15.89498"
89444848,2021/07/31 3:49 PM CEST,31/07/2021,,,2021-07-31 13:49:00 UTC,Paris,2353614,anetteffm,iNaturalist,2021-08-01 07:33:16 UTC,2021-11-13 00:27:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89444848,https://inaturalist-open-data.s3.amazonaws.com/photos/147708472/medium.jpeg,"Frankfurt am Main Ost, Frankfurt am Main, Deutschland",50.14745,8.735528,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.14745,8.735528"
,,31/07/2021,,,31/07/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.91355,8.497117,,Hesperomyces virescens,,,"49.91355,8.497117"
89458740,2021-08-01 1:19:01 PM GMT+02:00,1/8/21 0:00,,,2021-08-01 11:19:01 UTC,Pretoria,2818313,christina_dck,iNaturalist,2021-08-01 11:27:25 UTC,2021-08-01 17:41:04 UTC,research,,https://www.inaturalist.org/observations/89458740,https://static.inaturalist.org/photos/147733443/medium.jpeg,"28355 Bremen, Deutschland",53.09629,8.926239,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"53.09629,8.926239"
89505978,2021/08/01 4:30 PM CEST,1/8/21 0:00,,,2021-08-01 14:30:00 UTC,Paris,2466519,greenbits,iNaturalist,2021-08-01 17:16:22 UTC,2021-11-13 00:28:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89505978,https://static.inaturalist.org/photos/147994649/medium.jpg,"Mainz, Deutschland",49.97475,8.240394,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"49.97475,8.240394"
89531554,2021/08/01 1:24 PM CEST,1/8/21 0:00,,,2021-08-01 11:24:00 UTC,Berlin,999066,alexis_orion,iNaturalist,2021-08-01 19:42:31 UTC,2021-11-13 00:29:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/89531554,https://inaturalist-open-data.s3.amazonaws.com/photos/147832197/medium.jpeg,"Berlin, Berlin, Germany",52.48405,13.31212,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"52.48405,13.31212"
,,1/8/21 0:00,,,1/8/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.42947,7.030824,,Hesperomyces virescens,,,"51.42947,7.030824"
89614093,########,2/8/21 0:00,,,2021-08-02 09:17:03 UTC,Bern,1243785,toemmoe,iNaturalist,2021-08-02 09:21:49 UTC,2021-08-02 15:42:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/89614093,https://inaturalist-open-data.s3.amazonaws.com/photos/148007497/medium.jpeg,"Altstadt Nordwest, Ingolstadt, Deutschland",48.77044,11.41975,MarienkÃƒÂ¤ferpilz,Hesperomyces virescens,Green Beetle Hanger,,"48.77044,11.41975"
89898967,2021/08/04 2:27 PM CEST,4/8/21 0:00,,,2021-08-04 12:27:00 UTC,Paris,3151399,wormsy,iNaturalist,2021-08-04 12:59:44 UTC,2021-11-13 01:49:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89898967,https://inaturalist-open-data.s3.amazonaws.com/photos/148505967/medium.jpeg,"Worms, Deutschland",49.60898,8.335872,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.60898,8.335872"
89907503,########,4/8/21 0:00,,,2021-08-04 13:22:03 UTC,Bern,1416553,bemma,iNaturalist,2021-08-04 14:24:54 UTC,2021-11-13 01:50:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/89907503,https://inaturalist-open-data.s3.amazonaws.com/photos/148521063/medium.jpeg,"Gievenbeck, MÃƒÂ¼nster, Germany",51.97303,7.588994,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.97303,7.588994"
90007123,2021/08/04 5:56 PM CEST,4/8/21 0:00,,,2021-08-04 15:56:00 UTC,Berlin,1032700,bjoerns,iNaturalist,2021-08-05 09:09:54 UTC,2022-04-01 18:06:19 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/90007123,https://inaturalist-open-data.s3.amazonaws.com/photos/148698473/medium.jpeg,"Rheinhausen, Duisburg, Deutschland",51.42751,6.677465,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"51.42751,6.677465"
,,6/8/21 0:00,,,6/8/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.16464,9.159117,,Hesperomyces virescens,,,"49.16464,9.159117"
90307618,########,7/8/21 0:00,,,2021-08-07 15:46:42 UTC,Paris,3326842,regisg21,iNaturalist,2021-08-07 20:31:25 UTC,2021-12-10 14:18:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90307618,https://inaturalist-open-data.s3.amazonaws.com/photos/149238240/medium.jpeg,"21350 Gissey-le-Vieil, France",47.33452,4.492564,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"47.33452,4.492564"
90404403,2021/08/08 2:25 PM CEST,8/8/21 0:00,,,2021-08-08 12:25:00 UTC,Paris,2353614,anetteffm,iNaturalist,2021-08-08 15:46:38 UTC,2021-08-08 16:08:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90404403,https://inaturalist-open-data.s3.amazonaws.com/photos/149409791/medium.jpeg,"Frankfurt am Main Ost, Frankfurt am Main, Deutschland",50.13599,8.750016,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"50.13599,8.750016"
90554777,########,9/8/21 0:00,,,2021-08-09 16:57:16 UTC,Rome,477014,ccrrii,iNaturalist,2021-08-09 16:57:58 UTC,2021-11-13 02:00:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90554777,https://inaturalist-open-data.s3.amazonaws.com/photos/149672911/medium.jpeg,"22044 Cremnago CO, Italia",45.73531,9.207319,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.73531,9.207319"
,,9/8/21 0:00,,,9/8/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.52359,13.28994,,Hesperomyces virescens,,,"52.52359,13.28994"
90751712,Tue Aug 10 2021 16:21:55 GMT+0200 (GMT+2),10/8/21 0:00,,,2021-08-10 14:21:55 UTC,Pretoria,1644568,trarieux79,iNaturalist,2021-08-11 07:53:57 UTC,2021-12-10 14:20:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/90751712,https://inaturalist-open-data.s3.amazonaws.com/photos/150015565/medium.jpg,"Via Rocca Castello, Angera, Lombardie, IT",45.77522,8.570472,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"45.77522,8.570472"
,,10/8/21 0:00,,,10/8/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.434,7.030202,,Hesperomyces virescens,,,"51.434,7.030202"
,,11/8/21 0:00,,,11/8/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.07838,9.192717,,Hesperomyces virescens,,,"49.07838,9.192717"
,,14/08/2021,,,14/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.29287,7.251349,,Hesperomyces virescens,,,"49.29287,7.251349"
100000000,2021/08/15 10:16 PM UTC,15/08/2021,,,2021-08-15 22:16:00 UTC,UTC,2741410,eliegaget,iNaturalist,2021-11-02 17:39:30 UTC,2021-12-10 13:22:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100079366,https://inaturalist-open-data.s3.amazonaws.com/photos/166979945/medium.jpeg,"Laxenburg, Austria",48.07113,16.35855,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.07113,16.35855"
,,15/08/2021,,,15/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.57359,13.20662,,Hesperomyces virescens,,,"52.57359,13.20662"
,,15/08/2021,,,15/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.40918,7.0398,,Hesperomyces virescens,,,"51.40918,7.0398"
,,17/08/2021,,,17/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.79036,10.12759,,Hesperomyces virescens,,,"52.79036,10.12759"
110000000,2021/08/18 5:31 PM CEST,18/08/2021,,,2021-08-18 15:31:00 UTC,Berlin,1374169,felix_riegel,iNaturalist,2022-03-26 06:56:00 UTC,2022-03-26 06:56:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/109522645,https://inaturalist-open-data.s3.amazonaws.com/photos/184604677/medium.jpeg,"Bogenhausen, MÃƒÂ¼nchen, Bayern, Deutschland",48.14532,11.62957,Laboulbenia,Laboulbenia,,,"48.14532,11.62957"
91782288,2021/08/19 12:51 AM CEST,19/08/2021,,,2021-08-18 22:51:00 UTC,Paris,1506635,martinvas,iNaturalist,2021-08-19 20:58:15 UTC,2021-12-10 14:37:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/91782288,https://inaturalist-open-data.s3.amazonaws.com/photos/151871272/medium.jpeg,"683 23 Ivanovice na HanÃƒÂ©, Ã„Å’esko",49.30423,17.09111,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.30423,17.09111"
,,19/08/2021,,,19/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,52.27362,13.37327,,Hesperomyces virescens,,,"52.27362,13.37327"
,,21/08/2021,,,21/08/2021 00:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.95697,8.47344,,Hesperomyces virescens,,,"49.95697,8.47344"
,,1/9/21 0:00,,,1/9/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.45585,8.448486,,Hesperomyces virescens,,,"49.45585,8.448486"
100000000,2021/09/02 10:57 PM UTC,2/9/21 0:00,,,2021-09-02 22:57:00 UTC,UTC,2741410,eliegaget,iNaturalist,2021-11-06 17:21:51 UTC,2021-12-09 23:32:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100412027,https://inaturalist-open-data.s3.amazonaws.com/photos/167578353/medium.jpeg,"Laxenburg, Austria",48.07113,16.35856,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"48.07113,16.35856"
93628631,2021/09/04 5:42 PM CEST,4/9/21 0:00,,,2021-09-04 15:42:00 UTC,Paris,4717588,janbecker,iNaturalist,2021-09-04 20:04:56 UTC,2021-10-20 10:34:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/93628631,https://inaturalist-open-data.s3.amazonaws.com/photos/155204727/medium.jpeg,"Darmstadt-West, Darmstadt, Deutschland",49.85772,8.638473,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.85772,8.638473"
,,4/9/21 0:00,,,4/9/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,49.4184,8.559809,,Hesperomyces virescens,,,"49.4184,8.559809"
93821158,2021/09/05 8:37 PM CEST,5/9/21 0:00,,,2021-09-05 18:37:00 UTC,Paris,3151399,wormsy,iNaturalist,2021-09-06 04:21:50 UTC,2021-09-06 11:40:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93821158,https://inaturalist-open-data.s3.amazonaws.com/photos/155551478/medium.jpeg,"Worms, Deutschland",49.60914,8.335351,Green Beetle Hanger,Hesperomyces virescens,Green Beetle Hanger,,"49.60914,8.335351"
,,5/9/21 0:00,,,5/9/21 0:00,Germany,,naturgucker,Naturgucker network,,,,,,,,51.5091,7.056952,,Hesperomyces virescens,,,"51.5091,7.056952"
