3T_,consecutive fly ID,unique 3T identifier,Bat voucher,Bat family,Bat genus,Bat species epithet,Bat species,Bat identified by,Sex,"Age (J = juvenile, A = adult, SA = subadult)",Reproductive status,Body mass,Forearm,Bat genetic information,Diet,Roosting ecology,Bat flies?,Bat fly family,Bat fly genus,Bat fly species epithet,Bat fly species,Bat fly identified by,Bat fly sex,Bat fly ecomorphology,Bat fly ecology,Bat fly wing,Laboul infection?,Double infection?,Laboul genus 1,Laboul species 1,Position(s) infected 1,Laboul genus 2,Laboul species 2,Position(s) infected 2,Laboul(s) identified by,Country,Territory,Settlement,Location,Open/Close,Latitude,Longitude,Climate zone,Day,Month,Year,Contact <email>,Comments,Screened by,Voucher slides,Isolate,Sequences,Reference
3T_,15108,3T_15108,S5.78,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,,M,,,17.7,43,,frugivore,4.92,Present,Streblidae,Strebla,guajiro,Strebla guajiro,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,Esmeraldas,25,San Francisco de Bogota,,1.0877,-78.6915,Neotropics,3,August,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15109,3T_15109,S5.79,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,,F,AD,,15.8,43,,frugivore,4.92,Present,Streblidae,Strebla,guajiro,Strebla guajiro,,F,,,,uninfected,,,,,,,,,Ecuador,Esmeraldas,22,"La Chiquita, experimental station",,1.232,-78.766,Neotropics,5,August,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15110,3T_15110,S5.79,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,,F,AD,,15.8,43,,frugivore,4.92,Present,Streblidae,Strebla,guajiro,Strebla guajiro,,M,,,,uninfected,,,,,,,,,Ecuador,Esmeraldas,22,"La Chiquita, experimental station",,1.232,-78.766,Neotropics,5,August,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15111,3T_15111,S5.80,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,,F,AD,,22,43,,frugivore,4.92,Present,Streblidae,Strebla,guajiro,Strebla guajiro,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,Esmeraldas,22,"La Chiquita, experimental station",,1.232,-78.766,Neotropics,5,August,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15112,3T_15112,S5.81,Phyllostomidae,Chrotopterus,auritus,Chrotopterus auritus,,M,,,70.3,70.3,,animalivore,4.4,Present,Streblidae,Strebla,chrotopteri,Strebla chrotopteri,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,Guayas,29,Manglares Churute. Cerro Pancho Diablo,,-2.4315,-79.6363,Neotropics,27,June,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15113,3T_15113,S5.81,Phyllostomidae,Chrotopterus,auritus,Chrotopterus auritus,,M,,,70.3,70.3,,animalivore,4.4,Present,Streblidae,Strebla,chrotopteri,Strebla chrotopteri,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,Guayas,29,Manglares Churute. Cerro Pancho Diablo,,-2.4315,-79.6363,Neotropics,27,June,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15114,3T_15114,S5.81,Phyllostomidae,Chrotopterus,auritus,Chrotopterus auritus,,M,,,70.3,70.3,,animalivore,4.4,Present,Streblidae,Strebla,chrotopteri,Strebla chrotopteri,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,Guayas,29,Manglares Churute. Cerro Pancho Diablo,,-2.4315,-79.6363,Neotropics,27,June,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15115,3T_15115,S5.81,Phyllostomidae,Chrotopterus,auritus,Chrotopterus auritus,,M,,,70.3,70.3,,animalivore,4.4,Present,Streblidae,Strebla,chrotopteri,Strebla chrotopteri,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,Guayas,29,Manglares Churute. Cerro Pancho Diablo,,-2.4315,-79.6363,Neotropics,27,June,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15116,3T_15116,S5.82,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,36,63,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,12,Cerro Chiche. Cantonal limit between Portovelo and Piñas,,-3.7666,-79.6475,Neotropics,25,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15117,3T_15117,S5.82,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,36,63,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,12,Cerro Chiche. Cantonal limit between Portovelo and Piñas,,-3.7666,-79.6475,Neotropics,25,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15118,3T_15118,S5.82,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,36,63,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,12,Cerro Chiche. Cantonal limit between Portovelo and Piñas,,-3.7666,-79.6475,Neotropics,25,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15119,3T_15119,S5.82,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,36,63,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,12,Cerro Chiche. Cantonal limit between Portovelo and Piñas,,-3.7666,-79.6475,Neotropics,25,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15120,3T_15120,S5.82,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,36,63,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,12,Cerro Chiche. Cantonal limit between Portovelo and Piñas,,-3.7666,-79.6475,Neotropics,25,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15121,3T_15121,S5.83,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,,,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,8,"Arenillas, military reserve. Punta Brava",,-3.4666,-80.1283,Neotropics,18,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15122,3T_15122,S5.84,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,33.6,59,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,8,"Arenillas, military reserve. Punta Brava",,-3.4666,-80.1283,Neotropics,18,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15123,3T_15123,S5.85,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,,,42.4,67,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,8,"Arenillas, military reserve. Punta Brava",,-3.4666,-80.1283,Neotropics,18,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15124,3T_15124,S5.86,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31,59,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,8,"Arenillas, military reserve. Punta Brava",,-3.4666,-80.1283,Neotropics,18,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15125,3T_15125,S5.87,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,8,"Arenillas, military reserve. Punta Brava",,-3.4666,-80.1283,Neotropics,18,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15126,3T_15126,S5.88,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,,,38.4,62.5,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,10,Puyango petrified forest. Los Sabalos creek,,-3.8795,-80.0929,Neotropics,21,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15127,3T_15127,S5.89,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,40.2,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15128,3T_15128,S5.89,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,40.2,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15129,3T_15129,S5.89,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,40.2,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15130,3T_15130,S5.90,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,42.6,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15131,3T_15131,S5.90,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,42.6,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15132,3T_15132,S5.90,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,42.6,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15133,3T_15133,S5.90,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,F,AD,,42.6,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15134,3T_15134,S5.91,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30.3,61,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15135,3T_15135,S5.91,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30.3,61,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15136,3T_15136,S5.91,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30.3,61,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15137,3T_15137,S5.91,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30.3,61,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15138,3T_15138,S5.91,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30.3,61,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,6,"Arenillas, military reserve. Quebrada Seca. 7.1 km west and 12.5 km south of the Militar Base",,-3.6567,-80.1823,Neotropics,15,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15139,3T_15139,S5.92,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31.9,57.7,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15140,3T_15140,S5.92,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31.9,57.7,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15141,3T_15141,S5.92,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31.9,57.7,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15142,3T_15142,S5.92,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31.9,57.7,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15143,3T_15143,S5.92,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,31.9,57.7,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15144,3T_15144,S5.93,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,29.5,59,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,14,Zaruma. El Faique,,-3.702,-79.6218,Neotropics,26,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15145,3T_15145,S5.94,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD - T. D.,,32.5,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15146,3T_15146,S5.94,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD - T. D.,,32.5,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15147,3T_15147,S5.95,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15148,3T_15148,S5.95,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15149,3T_15149,S5.95,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,,,30,62,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15150,3T_15150,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15151,3T_15151,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15152,3T_15152,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15153,3T_15153,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",F,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15154,3T_15154,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15155,3T_15155,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15156,3T_15156,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15157,3T_15157,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15158,3T_15158,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15159,3T_15159,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15160,3T_15160,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
3T_,15161,3T_15161,S5.96,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,,M,AD,,29.5,60,,sanguivore,4.67,Present,Streblidae,Strebla,wiedemanni,Strebla wiedemanni,"Tello, Juan Sebastián",M,,,,uninfected,,,,,,,,,Ecuador,El Oro,15,Zaruma. La Colón Neighborhood. Mines,,-3.69,-79.5958,Neotropics,29,July,2004,Carl W. Dick <carl.dick@wku.edu>,Screened by Walter P. Pfliegler,Walter P. Pfliegler,,,,
